headline,label
gross npas of banks increase to 11.2% at rs 10.39 trn in fy18: rbi report. system-wide gross non-performing assets of banks rose to 11.2 percent or at rs 10.39 trillion in fy18 from 9.3 percent a year .,positive
banks may take more than $3 billion hit from pnb fraud case: i-t dept. the bank said these fraudulent transactions had taken place over a number of years and amounted to $1.77 billion,neutral
"rbi relaxes withdrawal limit for depositors of city co-op bank to rs 5,000. the rbi had, in april, imposed several restrictions on city cooperative bank, including limiting the withdrawal by depositors to .",neutral
"7 psbs may get rs 286 billion through recapitalisation bonds by dec-end. all banks, except syndicate bank, which are expected to receive capital infusion under rbis pca are facing certain lending .",positive
"united bank of india gets rs 21.59 bn as part of govt capital infusion plan. earlier this month, finance minister arun jaitley said the government would put an additional rs 410 billion in psbs over and .",positive
ed files charge sheet against vadodara-based dpil in rs 26-bn bank fraud. the central probe agency had filed a criminal case against the firm and its promoters under the pmla after taking cognisance of a .,negative
"psus contribution to central exchequer fell 3% to rs 3.5 trillion in fy18. in 2016-17, cpses contribution to the exchequer stood at rs 36 trillion",negative
"bank strike: the management-employee chasm at psbs has never been wider. psbs need to get over the vexed issue of wage negotiation, and collectively work to promote an institutional environment",negative
bimal jalan-led six-member panel to decide on rbi reserves transfer. former deputy governor rakesh mohan will be vice-chairman of the six-member committee,neutral
year of reckoning: idfc first bank has a retail edge with v vaidyanathan. v vaidyanathan is a retail veteran having been retail head at icici bank,positive
year of reckoning for india inc: chanda kochhar saga is still far from over. icici banks then md & ceo chanda kochhar abruptly sought early retirement,neutral
year of reckoning for india inc: yes bank saw 4 board-level exits in 2018. there is still no clarity on the timeline for peace between the two groups,neutral
"year of reckoning for india inc: how pnb scam unsettled consumer confidence. weeks ago, nirav modi was spotted having dinner at a london restaurant",neutral
"ex-rbi guv bimal jalan to head panel on setting central bank reserves size. former rbi governor bimal jalan will be the committees chairman and rakesh mohan, a former deputy governor, deputy chairman",neutral
"reserve bank launches survey to capture retail payment habits in 6 cities. the reserve bank of india (rbi) will capture payment habits of individuals in six cities, including four metropolitan towns. for .",neutral
"strike hurts state-owned banks, cheques for clearance held up: unions. in the afternoon, over 5,000 bank staffers staged a rally at mumbais azad maidan and raised slogans opposing the proposed merger",negative
bob shareholders to meet next month to consider capital raise under esps. the bank said the issue price under esps has to be decided by the board and it will be in a way so that the government holding .,neutral
"cvc examining audit reports of psbs, insurance companies to check fraud. a total of 8,802 frauds have been reported by scheduled commercial banks and public sector banks in 2017-18 as against 7,794 in .",neutral
"3 mn cheques will be held up due to bank strike: employees association. with branches closed, cash transactions are also set to take a hit",negative
"pnb decides national anthem will be sung at every annual general meeting. according to reserve bank of india and securities and exchange board of india rules, it is not mandatory for shareholders to sing .",neutral
"bank strike against vijaya-dena-bob merger impacts operations across india. according to aibea general secretary c h vekatachalam, the strike is effective across the country and employees are fighting for .",negative
"psb operations to be affected as 1 million bank employees on strike today. the nation-wide strike would impact banking services like deposits and withdrawal at branches, cheque clearances and issuance of .",negative
"having scaled new heights in 2018, fintechs face a tectonic shift in future. as the year of the dog melts into the year of the pig, you will see more drama in the digital space",positive
"pension issue remains unresolved, reserve bank stares at union agitations. the unions may go on an indefinite strike and the rtgs system, which is the backbone of financial transactions in the country, .",negative
how banks unwittingly finance mass shootings. a new york times examination of mass shootings since the virginia tech attack in 2007 reveals how credit cards have become a .,neutral
nationwide bank strike today on bob-dena-vijaya merger; services to be hit. private sector banks will continue to function as usual,negative
"sbi charges among lowest in banking sector, says md p k gupta. various services offered by the bank, including atm transaction and cash deposits, come at a cost, but the charges have been kept .",negative
rbi to soon release new rs 20 bank note with additional features. the rs 20 notes accounted for 9.8 per cent of the total number of currency notes in circulation at the end of march 2018,neutral
"p v bharathi appointed as md, chief executive officer of corporation bank. p v bharathi will take over the charge on or after february 1, 2019",neutral
srikrishna panel seeks replies from chanda kochhar in videocon loan case. committee expected to submit icici bank-videocon loan case probe report by third week of january,neutral
"rbi cancels registration of 1,490 nbfcs in 2 years; kolkata tops the list. kolkata tops list with 617 cancellations, delhi second with 203",negative
"finmins alternative mechanism gives nod for bob, dena, vijaya bank merger. the alternative mechanism (am) headed by finance minister arun jaitley had decided to merge three banks with a view to create a .",neutral
"bob, dena, vijaya bank merger: scheme of amalgamation likely by month-end. as per the requirement, the scheme of amalgamation will be placed before parliament, which is in session till january 8",neutral
nine bank unions call for strike on dec 26 against vijaya-dena-bob merger. the strike call comes on the heels of an officers union of state-run banks observing a day-long strike last friday,negative
"rbi shortlists tcs, wipro, 4 others for setting up public credit registry. in june this year, the rbi had announced to set up a pcr for india to address information asymmetry, foster access to credit and .",neutral
govt to push rbi for exit mechanism from prompt corrective action for banks. the governments move to inject an additional rs 410 billion into psbs will be done in tranches starting this month,positive
"rbi cuts faculty allowance as governor shaktikanta das appeals for calm. the bank cut faculty allowances of members at various training establishments to 10% of the basic, from 30% earlier, without .",negative
cci clears hitachi payments 26% stake buy in sbi payment services. sbi will have a majority stake in the proposed jv,neutral
"finmins alternative mechanism gives nod for bob, dena, vijaya bank merger. the merged entity will have a combined business of rs 14.82 trillion, making it the third largest bank after sbi and icici bank",neutral
"psu bank officers on strike over wage revision, merger of bob, dena, vijaya. currently, banks have given mandate to the indian bank association (iba) to negotiate for bank employees from scale 1-3",negative
hc junks idbi staff plea against lic move to acquire 51% stake in the bank. the association was concerned that taking away public sector bank status of the idbi could affect the employment conditions of .,neutral
"psu banks on strike: heres how youll be affected ahead of christmas. given that the public sector banks alone control 75 per cent of the total business in the country, the public is sure to face .",negative
"govt to infuse rs 830 bn into psbs, seeks parliaments nod for rs 410 bn. the infusion is aimed at helping better-performing banks under prompt corrective action (pca) to come out of this category",positive
rbis new cybersecurity framework giving a tough time to all banks. while top banks can afford to purchase high-end deception technologies and build strong security operations centres but the .,neutral
"shaktikanta das to interact with private sector lenders next week. as part of the consultative process, das finished meeting with the public sector lender on wednesday",neutral
centre to seek interim payout from reserve bank: subhash chandra garg. statement comes a day after fm said govt doesnt need rbi money to bridge fiscal gap,neutral
"rbi governor das faces more than just regulatory, monetary issues. rbis hr department issued a circular stating that the bottom 25% in the grade b to c and d to e wont get a promotion, a ceiling .",neutral
"in rbi policy meeting, urjit patel had favoured status quo on repo rate. the rbi had kept the repo rate -- at which it lends to banks -- at 6.50% in the mpc review held between dec 3-5",neutral
"govt likely to make additional capital infusion in state-owned banks: garg. according to sources, the government is considering additional capital infusion of up to rs 300-400 billion in psbs as they have .",positive
"banks to be closed for 5 days due to holidays, strikes in december. the banks will remain closed on december 22 and 23 on account of fourth saturday and sunday respectively. december 25 will be .",negative
"rbi guv shaktikanta das meets more psb heads, discusses pca, msme credit. the lenders who attended the meeting included bank of baroda, bank of maharashtra, allahabad bank, indian overseas bank, indian .",neutral
"decision on excess reserves should rest with rbi alone: kaushik basu. the issue of parting with a portion of rbi reserves, which as of june stood at rs 9.43 trillion, to the government has been a .",neutral
changes in interest rates have impact short-term bonds: rbi-backed study. the impact on shorter maturities builds over time and the peak impact occurs with a lag of around six months,neutral
"rbi officers unhappy with new promotion policy, seek return to old system. with the new policy, only 75% of the officers with a particular rank would be promoted, while it was 90% earlier",negative
"heres why new delhi cant afford nbfcs to stumble even accidentally. at 14 per cent of gdp, indias shadow-banking universe is much smaller than the 70 per cent ratio in the peoples republic, as .",neutral
rbi to inject rs 600 bn more liquidity by jan via open market operations. the omo purchase in the present fiscal year will be around rs 2.5 trillion,positive
"with merger complete, idfc first bank commences business on wednesday. v vaidyanathan will be the managing director and chief executive officer of the merged entity",neutral
capital first-idfc merger creates idfc first bank; v vaidyanathan to be ceo. new generation private sector idfc bank and non-banking financial company capital first announced completion of their merger .,neutral
"yes bank sells 2.13% stake in fortis healthcare, stock falls over 1%. according to a bse filing, the bank said it sold the stake in various tranches",negative
rbi vs exporters: understanding the genesis and solution to the edpms issue. the edpms system was introduced by the rbi in 2014 for all banks to bring their transactions with the exporters online,neutral
"psbs selection panel seeks application for the post of canara bank md. the post of md and ceo of canara bank is lying vacant since superannuation of rakesh sharma on july 31, 2018",neutral
"carlyle seeks to double holding in pnb housing, gain controlling stake. carlyle is considering expanding its 32.4% holding after valuations for the housing finance company turned attractive",neutral
"yes bank sends brahm dutts name to rbi for post of chairman: report. yes bank has recommended the name of its board member brahm dutt for the post of chairman to the rbi, according to sources. the .",neutral
npa resolution should decline in future as fresh accretion coming down: sbi. the state bank of india (sbi) has been pursuing resolution of non performing assets (npa) and they should decline in the .,negative
"rbi vs govt: we didnt ask for urjit patels resignation, says arun jaitley. govt doesnt need a single penny from rbi in this fiscal, said arun jaitley",negative
"jobs bonanza: sbi, bob, other psbs to soon hire 100,000, offer fancy pays. even as the psbs struggle with the weight of non-performing assets, they are hunting for new-age talent for an image makeover",neutral
"nbfcs stare at valuation hurdle, ipos in pipeline may see tepid interest. within the nbfc space, housing finance companies (hfcs) are likely to find few takers",negative
"govt opens managing director post at sbi to other psb executives. in the last few months, some of dmds from sbi have been appointed as chief executives and mds for the public sector banks",neutral
"staffers expect new governor shaktikanta das to bring old rbi back. not only were urjit and rajan outsiders, they also hired laterally, bypassing the existing talent, especially in the field of .",neutral
"at rs 36 million, new axis bank ceos basic pay more than shikha sharmas. the shareholders also approved chaudhrys appointment as md & ceo for three years",neutral
"now, executive directors of nationalised banks eligible to become sbi md. traditionally, nationalised banks eds were elevated as md, while dmds were made mds of sbi",neutral
"giving excess reserve to govt may pull down rbi credit rating, warns rajan. rbis board last month decided to set up a committee for examining the economic capital framework to determine the appropriate .",negative
hc rejects idbi officers plea against lic move to acquire stake in bank. the all india idbi officers association was concerned that taking away public sector status of idbi could affect the employment .,neutral
"no interim relief for kotak mahindra bank from bombay hc. the matter will be heard next on january 17, 2019",negative
bombay hc refuses to stay kotak mahindra bank stake dilution deadline. the court said it would hear the case next on january 17,neutral
heres why shaktikanta das appointment is good news for financial markets. das and a possible course correction in monetary policy should allow the tailwinds of structural reforms of the past few years to .,neutral
"rbi waves ed threat to keep exporters in line, foil hedging against rupee. the rbi has often impressed it upon banks that the edpms needs to be up to date as the data is required to monitor how fast .",positive
"bob-dena-vijaya bank merger: new logo, but names of 3 psbs to remain intact. rbi nod in place, jaitley-led group of ministers to give final approval soon",neutral
"bob-dena-vijaya bank merger unwarranted, will lead to job cuts: aibea. opposing the merger of these three banks, nearly one million bank employees and officers will take part in a nation-wide srike on .",negative
"public credit registry better for smes, not special norms: viral acharya. work on the registry is happening in a modular manner and it will take three-five years before every financial transaction is .",neutral
"pnb scam: sfio yet to submit report on nirav modi, mehul choksi. a multi-agency probe is already underway into the fraud, which was mainly perpetrated by way of fraudulent letters of undertaking",neutral
rbi board meets today with new worries emerging over its independence. prime minister narendra modi has a new ally at the reserve bank of india in governor shaktikanta das,negative
rbi vs govt: imf says operational independence of central banks important. imf director gerry rice said this in response to a question on the recent developments at the rbi,neutral
"standard chartered bank to lay off about 200 employees in india. it has around 7,000 staffers in this country, being the largest international bank in india, with 100 branches in 43 cities",negative
portfolio reshuffle of four rbi deputy governors likely before april. of particular import is the portfolio of the highly sensitive department of banking regulation (dbr) under the charge of n s .,neutral
"standard chartered bank to lay off about 200 employees in india. when contacted, a standard chartered bank spokesperson confirmed the downsizing",negative
lic slows down first-year premium of life insurers over dismal performance. total first-year premiums of private insurers for the period rose by 23.22% to rs 401.97 bn,negative
psbs seek easing of loan recast rules in first meet with new rbi governor. the rbi has injected durable liquidity through open market operations of rs 1.36 trillion in the current financial year,positive
yes bank to submit list of ceo names to rbi after board meet on january 9. yes bank said it had finalised its recommendation for the role of a non-executive part-time chairman in its meeting,neutral
centre mulls additional capital infusion of up to rs 300 billion in psbs. sources said the matter is being considered by the government and the final decision is expected in few weeks,positive
"yes bank says on track to find ceo within rbi deadline. yes bank added it has finalised its recommendation for the role of a non-executive part-time chairman, which has been vacant .",neutral
"in first meet under shaktikanta das, rbi directors may push for greater say. the central board of the reserve bank of india (rbi) under new governor shaktikanta das will meet on friday where the directors .",neutral
"s gurumurthy backs shaktikanta dass views on govt-rbi relations. rbi governor is right in govt & rbi role, says gurumurthy",neutral
"shaktikanta das, rbis new boss is quintessential bureaucrats bureaucrat. a seasoned ias officer who is close to the current government, will das find an independent voice as the new central bank boss?",neutral
"interpol issues red corner notice against mehul choksi, says cbi. choksi, who escaped in the first week of january this year after he and his companies cheated the bank of rs 70 billion, has .",negative
"are indias world-class institutions being undermined by its own leaders?. of all people, modi should recognize that no election victory is worth giving up on indias best chance at becoming a .",negative
no early exit for banks under pca till fy20 despite fresh capital: icra. icra expects further capital infusion of rs 135 billion in pca banks during fy19 with capital infusion of rs 119 billion till now,neutral
"bandhan bank opens 5 new branches after rbi nod, plans 40 more by month end. with the 40 new ones, the count would be 978 by end-december. with wednesdays development, it was 943",positive
united bank of india hikes deposit rates across select maturities by 0.25%. the interest rate for fixed deposits between 1-3 years will increase to 6.25 per cent from 6 per cent,neutral
"full statement: what rbi governor shaktikanta das said after taking charge. das said he will preserve the core values of the central bank, but called for frank discussions with the government",neutral
rbi governor shaktikanta das calls for frank discussions with the govt. shaktikanta das said the rbi board meeting scheduled for friday will be held as planned,neutral
will hold rbi board meeting as planned on dec 14: governor shaktikanta das. new rbi governor shaktikanta das addressed the media in mumbai,neutral
"rbi autonomy sacred, shouldnt be compromised: arvind subramanian. progress on the steps taken by governor shaktikanta das predecessor urjit patel to restore financial system integrity will be a .",neutral
"will finmin-insider shaktikanta das be able to preserve rbis autonomy?. das, a career bureaucrat, is seen as someone who can ease tensions with the state, prompting a mixed reaction from markets",neutral
patels resignation highlights risks to rbis policy priorities: fitch. fitch said the full implications of patels resignation will only become clearer once there is some indication of the rbis .,negative
former revenue secretary shaktikanta das assumes charge as rbi governor. finance minister arun jaitley termed das as a person with right credentials for the rbi top job.,neutral
"why rbi woes wont end with the appointment of shaktikanta das as new guv. surprisingly for a leader elected in a 2014 landslide after touting business-friendly credentials, modi cant seem to hang on to .",neutral
trusted old hand shaktikanta das named rbi governor ahead of board meeting. crucial board meeting to take place as scheduled for december 18,neutral
"psbs are among least capitalised banks in the world, say experts. in fy18, on an average, public sector banks reported tier-i capital ratio of 8.4 %, against global average of 14.1%",positive
"shaktikanta das to-do list at rbi: easing liquidity to deciding on pca. many past illustrious rbi governors were government officials, shaktikanta das would have to take their legacy forward",neutral
"the troubleshooter is in: shaktikanta das skill is in resolving conflicts. when the stakes are high, shaktikanta das manages to work with those involved and narrow down differences.",neutral
"india inc hails shaktikanta das as great choice for new rbi governor. das, 61, a 1980 batch tamil nadu cadre ias officer, who retired as the economic affairs secretary in may 2017 was tuesday .",positive
rbi board meeting of dec 14 stands as of now: dea secy subhash chandra garg. the crucial board meeting is expected to see discussion on various issues including governance reforms at the rbi,neutral
"shaktikanta das: new rbi governors journey from north block to mint street. mild-mannered, shaktikanta das is known to rarely lose his cool and focus mostly on looking at solutions through consensus",neutral
"rbi remains net seller of dollar in oct, sells $7.2 bn of greenback: data. rbi maintains that its intervention in the foreign exchange market is to curb volatility in the rupee",neutral
sbi plans to soon disburse agricultural loans digitally: official. the countrys largest lender sbi is running pilot projects to disburse agricultural loans digitally and expects to roll out the .,neutral
rbi slaps rs 10 mn fine on indian bank for violating cyber security norms. the contravention is with regard to rbis directions on frauds- classification and reporting by commercial banks,negative
functioning of rbi not dependent on any particular individual: rajiv kumar. the niti aayog vice chairman also assured that the government will do whatever is required to continue its business as usual,neutral
"who will be the next rbi governor? adhia, das among names doing the rounds. the first step is for prime minister narendra modi to appoint an interim governor, as has been the practice in the past",neutral
urjit patels quiet exit from reserve bank doesnt really help india. patels decision to leave rather than accept the threat to the rbis autonomy has a certain nobility. but he might have offered a .,negative
"urjit patels exit from rbi comes as no surprise, says thomas isaac. it had been in the making for some time, says kerala finance minister and senior cpi(m) leader",neutral
"lics gross npas rise to 6.23% in fy18, cover for bad loans improves. it earned rs 1.55 trillion as interest and rs 97.68 billion as dividend, returning a yield of 7.71% for the year",positive
"urjit patels exit from rbi a setback, took me by surprise: gurumurthy. rbi board member s gurumurthy says patels exit comes as a shock since the november board meeting was held in such a cordial .",negative
"hope for smooth transition at rbi: india inc on urjit patels resignation. assocham secretary general uday kumar verma said it was inappropriate to make a comment on the matter, terming it as an issue .",neutral
"sbi plans to raise up to $1.25 bn by issuing bonds in foreign currency. the public sector lender said, the fund is planned to be raised during january to march, next year",positive
rbi governor urjit patel resigns: pm modi to raghuram rajan react. patel cited personal reasons for his resignation,neutral
"urjit patel, the rbi governor with few spoken words but tall actions. on monday, urjit patel resigned from the position of rbi governor citing personal reasons",neutral
rbi governor urjit patel quits; north block-mint road ties back in focus. announces his decision in a statement posted on rbis official website,negative
"bharti axa insurance posts rs 3-mn profit in h1 after 10 years of operation. there was overall growth across all product segments such as health insurance, personal accident and travel, and commercial .",positive
kotak bank moves hc against rbi over promoter shareholding dispute. rbi had turned down the banks stake dilution plan through non-convertible preference shares,negative
"swift india ropes in ex-sbi chief arundhati bhattacharya as board chairman. bhattacharya will succeed former banker m v nair, who is stepping down after completing five years with the company",neutral
"nbfcs may follow banks in liquidity reporting; cost of capital set to go up. new framework to be akin to reporting friday norms; pressure on equity, and debt pricing set to rise",positive
"imf backs rbi, says indian govt should heed message on financial stability. chief economist maurice obstfeld said international monetary fund does not want politicians manipulating central banks for .",positive
"growth and margin compression ahead for nbfcs and hfcs, say experts. top experts discuss the way ahead for nbfcs in bs round table",positive
"banks, fintechs must collaborate to improve financial inclusion: experts. experts agreed that banks cannot avoid disruption but can leverage reach, technology and economies of scale of new-age players",neutral
insolvency code has improved recovery significantly: top bank ceos. top bank ceos in a panel discussion at the business standard annual banking forum 2018,positive
"pnb invites bids for two dozen bad loan accounts to recover rs 11.79 bn. these 24 dud loan accounts are majorly concentrated in mumbai, delhi and kolkata zones of the bank",neutral
"axis bank inducts amitabh chaudhry as additional director on its board. chaudhry, 54 years, will take over from shikha sharma after she demits office on december 31, 2018",neutral
"time ripe for asset quality review of nbfcs, says arvind subramanian. an aqr for nbfcs, including hfcs, is necessary given the uncertainty over npas, says the former chief economic adviser",neutral
new rbi norms to increase top firms refinancing needs by rs 4 trn: report. the new rbi guidelines stipulate that the sanctioned fund-based working capital limits of rs 1.50 bn and above must comprise at .,positive
bank of baroda raises over rs 9.7 bn by issuing basel iii compliant bonds. the bank issued basel iii compliant tier ii bonds of face value of rs 1 million each amounting to rs 9.71 billion,positive
sbi gets shareholders nod to raise up to rs 200 bn through sale of shares. sbi shares closed 0.13% down at rs 275.40 on the bse,positive
59-minute loans: leapfrogging msme lending through technology. the criticality of credit flow to the msmes is borne out of its contribution to employment and inclusive growth,neutral
"not just rbi, other central banks are also being challenged by lawmakers. theres concern among the central-banking community that the independence of central banks could be under threat",negative
"rbi urges banks to keep higher capital buffer to see through crisis. there is a need to look beyond numbers like 8 per cent of risk-weighted assets or 9 per cent, says rbi executive director .",positive
rbi delays discussing easing pca rules despite govt pressure: report. the source said that the central banks board for financial supervision (bfs) only discussed the banks september quarter results .,negative
"nbfcs raise interest rate between 50 and 200 bps amidst liquidity squeeze. for the microfinance industry too, the increase in lending rates has been roughly between 50-100 bps",positive
"will the atm survive? bankers explain how technology is changing their work. is the future of banking fin tech or tech fin? will technology follow banking, or the other way round? top bankers discuss at .",neutral
"edelweiss group nbfc arm eclf to raise up to rs 10 billion via ncds. the ncds offer an effective yield of 10.20 per cent per annum for 39-month tenure, 10.42 per cent per annum for 60 months and .",positive
"as nbfcs face a credit crunch, real estate sector is pushed to the brink. experts say the crunch was triggered by the il&fs issue and not because realtors defaulted",negative
"no more free services? why you should brace for additional bank charges. the current issue is about service tax, but it has even more serious implications under the gst regime",neutral
rbi to bring ombudsman scheme to solve digital transaction complaints. the scheme will be notified by the end of january next year,neutral
no need for rbi to help nbfcs as a lender of last resort: viral acharya. the rbi has also augmented system-wide liquidity through various moves,neutral
nbfcs asset growth to halve to 10% in h2fy19 on liquidity woes: crisil. difficulties in getting funding will halve the non-bank lenders asset growth to around 10 per cent in the second half of the .,negative
spurt in loan growth in oct may not hold as it was led by lending to nbfcs. surge in october driven by unsecured retail lending and to non-banking financial companies,positive
"ethiopian police take 3 il&fs officials into custody over unpaid wages, tax. even as five il&fs employees continue to remain in captivity of unpaid staff in ethiopia, the local police have taken into .",negative
"fusion microfinance raises rs 3 bn in fresh equity from warburg, others. fusion microfinance is a rural mfi with a pan-india presence through 500 branches across about 200 under-developed districts in .",positive
"yes banks asset management arm enters mf biz, gets sebi nod for 2 schemes. the asset management company will launch two schemes -- yes liquid fund and yes ultra short term fund",positive
"group-level resolution for crisis, debt unlikely: il&fs board to nclt. the board is engaging with financial and transaction advisors to assess the vertical and asset-level resolution options",neutral
"govt not to participate in lics open offer to buy 51% stake in idbi bank. in a letter to the bank, the government of india has confirmed that it will not participate in the open offer made by lic",neutral
icici securities to deposit up to rs 50k share sale amount in 30 minutes. the facility will be available on 600 select stocks on the bse representing 99 per cent of market capitalisation,neutral
"shift portfolio management operations to subsidiary, rbi tells sbi. sbis subsidiary sbifmpl is the fourth-largest asset manager in india and caters to hnis along with domestic and offshore .",neutral
"syndicate bank aims to return to profit in q4, eyes rs 8-bn haul from nclt. it has also set a target to recover rs 30 billion from the recovery of non-performing assets",positive
yes bank appoints former irdai chief vijayan independent director. vijayan has been a key member of the search and selection committee set up to identify a suitable successor for the md & ceo,neutral
"india ratings affirms bank of baroda at aaa with a stable outlook. the lender continues to be among the better capitalised psbs, with a common equity tier 1 of 9.05 per cent in the first half of .",positive
"microfinance sector sees 51% growth in q2; portfolio at rs 1.46 trn: report. nbfc-mfis held the largest share of the portfolio in micro-credit with total loan outstanding of rs 540.18 bn, or 37% of the .",positive
"yes banks tussle with rbi and the stormy aftermath: a timeline. the tiff with the reserve bank of india (rbi) has caused several top executives to exit yes banks board, and prompted rating",neutral
"moodys keeps outlook on banks stable despite weak asset quality. the capitalization at public sector banks (psbs) will remain weak but government support may provide relief, said moodys",negative
"in a rare move, top bad-debt buyer edelweiss eyes loans that have gone sour. banks have been channeling increasing amounts of credit to retail consumers after defaults among corporate borrowers eroded their .",negative
i-t dept probing axis bank staff for allegedly facilitating benami deals. tax sleuths have detected over rs 520 million of unexplained cash in jewellers bank accounts,negative
"sbi to sell 3 npa accounts to recover rs 21-bn dues; e-auction on dec 13. on nov 22, sbi had held an e-auction of 11 npa accounts that had outstanding dues of rs 10.19 bn towards the bank",neutral
"icici securities selected to advice finance ministry on two m&a deals. icici securities has been selected to advise the finance ministry on two merger and acquisition (m&a) deals, an official .",neutral
"yes bank stock fall hits mfs, holding value in lender drops sharply. fund houses held shares worth rs 84 billion in the private sector lender at the end of september",negative
"rbi cut kapoors term at yes bank on governance, compliance issues: report. sources close to the bank told news agencies that several of the concerns raised by the rbi have already been addressed",negative
lic pays govt rs 24 billion as dividend from its rs 48-billion surplus. lic would also infuse rs 150-200 billion into the loss-making idbi bank struggling with accumulated bad loans,neutral
frankfurt prosecutor says deutsche bank raid continues for second day. deutsche bank shares traded 1.4% lower on friday morning after a 3.4 decline on thursday. shares are down 48% so far this year,negative
"how s gurumurthy, an influential economic voice, is shaking up rbi. what neither side disputes is that gurumurthy, who joined the central banks board in august, is now one of the countrys most .",neutral
"end to bank freebies? get set to pay gst on credit cards, atm, cheque books. if the banks are charged gst for free services, the customers may have to pay a higher tax for holding a minimum balance account",neutral
"il&fs crisis: rbi allows nbfcs quicker turnaround time for loans. according to the revised norms, loans of original maturity of more than five years can be securitised after receiving the .",positive
sebi earmarks rs 5 bn for upgrading surveillance to tackle mkt manipulators. the it provider will have to set up entirely new systems and carry out exhaustive data analysis,positive
"bank of maharashtra deserves to keep independent identity: outgoing chief. mumbai, 29 november central government-owned bank of maharashtra (bom) is on the mend and deserves to continue operating as a .",neutral
"nbfc liquidity, not governance, to be focus of next rbi board meet. the rbi has so far maintained it doesnt view cash crunch as a systematic issue, which it feels is limited to a few housing .",neutral
sbi blames adverse policies for stranded private capital in infra projects. remarks come days after nitin gadkari blamed the reserve bank for complicating project finance and asked the central bank to .,negative
"net stable funding ratio norms for banks to be operational from april: rbi. as per the guidelines, the rbi may require an individual bank to adopt more stringent standards to reflect its funding risk .",neutral
"rbi relaxes nbfcs asset securitisation norms as sector faces il&fs crisis. relaxation on the minimum holding period will be allowed when the nbfc retains 20% of the book value of these loans, said rbi",positive
"scores of j-k bank employees protest against decision to treat bank as psu. last week, the sac approved the proposal for treating the j-k bank limited as a psu, bringing it under the purview of the right .",negative
panama papers: deutsche bank offices raided over money laundering suspicion. some 170 police officers and investigators from the frankfurt prosecutors office were searching six of the banks premises in .,negative
"for farmers in rajasthans hanumangarh, sbis loot a major election issue. the bank has allegedly been charging extra interest, has not paid out insurance premiums, is lifting subsides to recover debt and .",neutral
pnb to raise rs 5.39 bn through staff stock purchase scheme from nov 30. the offer by punjab national bank will open on november 30 and close on december 10,positive
"yes bank shares plunge 12%, lowest in 32 months, on ratings downgrade. ratings agency moodys on tuesday downgraded the banks instruments and changed its outlook on the bank from stable to negative",negative
yes banks promoter shareholders deny commercial dealings with the lender. morgan credits and yes capital are holding companies owned by rana kapoors daughters,neutral
icici bank plans to up retail loan disbursement in tamil nadu to rs 130 bn. this fiscal icici bank plans to grow its disbursement of consumer loans by nearly 50 per cent to rs 50 billion,positive
"banks borrowings from rbi rise 331% to rs 1 trn by mod-november: data. bank credit growth is up by 14.88 per cent to rs 91.1 trillion, as of november 09, compared to rs 79.3 trillion, one year ago",positive
sbi increases fixed deposit rates by up to 10 bps on select maturities. the lender has kept deposits rates unchanged for other maturities,positive
rbi may infuse another rs 1.6 trn through omos in march quarter: bofaml. bofaml said it does not rule out the possibility of the rbi cutting the cash reserve ratio (crr) by 1%,neutral
"will name new chairman, independent directors to rbi on dec 13: yes bank. yes bank wednesday said its board on december 13 will recommend names for new chairman to be approved by the rbi as well as .",neutral
moodys slashes yes banks rating to junk status; bonds see record drop. bank is in midst of management transition amid resignations,negative
what is blockchain and can it help avert pnb-like frauds in india?. the indian banks association has suggested the use of blockchain to monitor financial transactions of a borrower financed by a .,neutral
flow of financial resources from banks to commercial sector improving: rbi. the outstanding of resources mobilised stood at rs 97.3 trillion,positive
"two-thirds of nbfcs and hfcs have strong parentage, biz with long vintage. consumer and small- and medium-enterprises loans account for 60 per cent of their loan mix",positive
"rbi to buy an additional rs 400 billion worth of g-secs in december. with the latest announcement, omo purchases by december-end will cross rs 1.5 trillion",neutral
mfi sector may be hit over liquidity issues: bandhan bank ceo cs ghosh. ghosh also suggested that microfinance institutions (mfis) should be cautious in expansion in the present market scenario,negative
banks to lock horns with non-banks on ppis. one can expect the overall business model to improve and also be a genuine convenience for the fully kyc-ed consumer,neutral
"rbi to examine the treatment of stressed loan accounts across banks. banks are required to classify npas as substandard assets, doubtful assets, and loss assets",neutral
icici banks ex-ceo kochhar appeared for hearing before sebi on nov 19. sources said kochhar has reiterated her stand to the regulator and had claimed that she adhered to all requisite disclosures,neutral
"economic capital framework: govt for jalan, rbi wants mohan as panel head. the brass of the finance ministry and the rbi are in touch to decide the members and terms of reference of the committee",neutral
"equal rights sticking point in yes bank promoters talks to end conflict. if the peace proposal goes through, the two promoter groups will jointly recommend the successor to rana kapoor",neutral
"yes bank promoters conflict: kapoor may smoke peace pipe with kapur. according to sources close to kapoor, whose new- three-year term was curtailed by rbi in mid-september, progress has been made .",neutral
"to say that rbis autonomy is being curtailed is wrong: ex-sebi chairman. n damodaran said a mature conversation between both the sides, carried out in private, will help iron out the differences",negative
"moodys downgrades yes bank, changes outlook to negative on governance woes. board resignations, coupled with rbi cutting rana kapoors term, raise corporate governance concerns, says ratings agency",negative
rbi governor urjit patel to submit written answers to questions by mps. sources said rbi governor urjit patel made a presentation about the state of the economy as well about the world economy to the .,neutral
